type,latitude,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,cup_board,floor,total_floor,water_supply,balconies,true_count,predicted_rent
1.0,12.98590554,77.71416213,ANYONE,1,1,1,1.0,BOTH,1575,3,NE,0,1,4,CORP_BORE,3,15,26195.833333333332
1.0,12.92097184,77.63384863,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,N,1,2,2,CORP_BORE,0,3,11320.416666666666
2.0,12.9401171,77.7336308,FAMILY,1,1,1,1.0,BOTH,1160,2,W,2,3,4,BOREWELL,1,14,16700.0
3.0,12.9628516,77.7167934,ANYONE,0,1,0,1.0,BOTH,1600,3,W,3,1,4,CORP_BORE,1,9,26654.166666666668
3.0,12.91890741,77.55370278,FAMILY,0,1,0,1.0,BOTH,1300,2,E,3,3,4,CORP_BORE,1,4,18494.166666666668
2.0,12.9692631,77.7388592,ANYONE,1,1,1,1.0,BOTH,1320,2,E,2,8,14,CORP_BORE,2,15,29512.5
1.0,12.9681397,77.63948501,FAMILY,0,1,0,1.0,BOTH,800,1,E,2,3,4,CORP_BORE,2,8,16766.666666666668
2.0,12.92853624,77.58205416,ANYONE,0,0,0,1.0,BOTH,1100,2,NW,3,0,2,CORPORATION,0,2,22675.0
2.0,12.99437428,77.76586151,FAMILY,1,1,1,1.0,FOUR_WHEELER,1155,2,W,2,4,5,BOREWELL,2,16,18402.258333333335
2.0,12.90551502,77.7018628,ANYONE,0,0,0,1.0,BOTH,1250,2,E,3,1,4,BOREWELL,2,5,21037.5
4.0,12.90684891,77.58795929,ANYONE,1,1,1,1.0,BOTH,1900,3,N,3,4,4,CORP_BORE,4,11,31603.333333333332
2.0,12.99591335,77.6177314,ANYONE,0,0,0,1.0,TWO_WHEELER,1100,2,N,4,1,2,CORP_BORE,2,1,21862.5
2.0,12.9797846,77.7949608,ANYONE,1,1,0,1.0,BOTH,800,2,E,2,10,10,CORP_BORE,1,13,14508.308333333332
2.0,12.9359897,77.69559367,FAMILY,0,0,0,2.0,BOTH,1200,2,E,3,1,3,BOREWELL,3,4,24212.5
3.0,12.9848531,77.71821183,FAMILY,0,1,0,1.0,BOTH,1710,3,W,4,3,5,CORPORATION,1,7,24666.666666666668
2.0,12.98985502,77.68093107,FAMILY,0,0,0,1.0,TWO_WHEELER,950,2,E,2,0,2,CORP_BORE,0,4,16245.833333333334
2.0,12.90125444,77.64500858,ANYONE,0,0,0,1.0,TWO_WHEELER,700,2,N,2,0,2,CORP_BORE,0,3,13850.0
2.0,12.95976246,77.58841274,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,N,1,0,4,CORP_BORE,0,0,14685.0
2.0,12.9879988,77.6876866,FAMILY,1,1,1,1.0,BOTH,1200,2,E,2,0,7,BOREWELL,3,13,25077.083333333332
3.0,12.9651144,77.7261093,FAMILY,1,0,1,1.0,BOTH,1600,2,E,3,0,1,CORP_BORE,2,12,26004.166666666668
2.0,12.96128311,77.50862662,FAMILY,1,1,0,1.0,BOTH,1150,2,NE,2,3,4,BOREWELL,1,12,15851.666666666666
2.0,12.96354158,77.51451944,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,E,2,2,2,CORP_BORE,1,3,14187.5
2.0,12.96789856,77.53581596,FAMILY,0,1,0,1.0,BOTH,1000,2,N,2,3,4,CORP_BORE,0,2,18442.5
2.0,12.92199606,77.6102705,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,2,1,2,CORPORATION,0,2,12215.0
1.0,12.9147764,77.5882591,BACHELOR,0,0,0,0.0,TWO_WHEELER,450,1,E,0,2,3,CORPORATION,1,4,10166.666666666666
3.0,12.97175694,77.75077057,FAMILY,1,1,0,1.0,BOTH,1675,3,S,3,8,8,BOREWELL,2,10,27183.333333333332
1.0,12.94638773,77.70190574,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,E,1,2,4,CORP_BORE,1,2,11202.083333333334
2.0,12.99437428,77.76586151,ANYONE,1,1,1,1.0,BOTH,1165,2,W,3,2,4,BOREWELL,2,15,18055.941666666666
2.0,12.9729277,77.7144704,FAMILY,1,0,1,1.0,NONE,1360,2,E,2,4,8,CORP_BORE,2,5,28518.75
3.0,12.97763872,77.624478,ANYONE,0,1,0,1.0,BOTH,1250,3,N,3,3,4,CORP_BORE,0,9,33558.333333333336
3.0,12.9619037,77.72053569,FAMILY,1,1,0,1.0,BOTH,1600,3,W,3,0,5,CORP_BORE,4,7,25095.833333333332
3.0,12.96747609,77.52836337,FAMILY,0,0,0,1.0,BOTH,1800,2,W,3,0,1,CORPORATION,1,1,21991.641666666666
1.0,12.92039168,77.59498607,FAMILY,0,0,0,1.0,TWO_WHEELER,500,1,W,1,2,2,CORP_BORE,1,2,11162.5
2.0,12.97441013,77.53321456,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,N,1,2,2,CORPORATION,0,3,11225.0
1.0,12.92086219,77.61776548,ANYONE,0,0,0,0.0,TWO_WHEELER,500,1,W,0,1,2,CORPORATION,0,3,10804.166666666666
2.0,12.94813313,77.70822518,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,E,2,1,4,CORP_BORE,1,0,13528.333333333334
2.0,12.98151382,77.68253767,FAMILY,0,1,0,1.0,BOTH,1000,2,E,2,2,4,CORPORATION,2,5,17925.0
0.0,12.9071943,77.64901223,ANYONE,0,0,0,1.0,BOTH,500,1,N,1,0,3,CORP_BORE,0,4,11666.666666666666
2.0,12.97871654,77.66675405,FAMILY,0,0,0,1.0,BOTH,950,2,E,2,2,2,CORPORATION,1,1,16644.166666666668
2.0,12.92428551,77.57805408,FAMILY,0,0,0,1.0,BOTH,1000,2,NE,2,1,2,CORP_BORE,1,3,21395.833333333332
3.0,12.928852,77.694865,ANYONE,1,1,1,0.0,BOTH,1504,3,E,0,7,8,CORP_BORE,2,13,31026.666666666668
2.0,12.9136029,77.5040563,FAMILY,0,1,0,0.0,BOTH,1200,2,E,2,2,4,CORP_BORE,3,6,14070.833333333334
2.0,12.97460019,77.62524471,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,E,2,2,3,CORP_BORE,1,3,13487.5
3.0,12.92261374,77.5600737,FAMILY,0,1,0,1.0,BOTH,1400,2,E,4,0,4,CORP_BORE,1,9,21170.833333333332
2.0,12.98640008,77.64554946,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,NE,2,0,3,CORPORATION,0,2,22750.0
3.0,12.9136135,77.6709416,FAMILY,1,1,1,1.0,BOTH,1655,3,N,7,1,14,BOREWELL,1,16,35466.666666666664
2.0,12.98976875,77.67301456,FAMILY,0,0,0,1.0,BOTH,900,2,S,2,0,0,CORPORATION,0,1,14391.666666666666
2.0,12.93328738,77.58703585,FAMILY,0,0,0,1.0,FOUR_WHEELER,1000,2,N,2,2,2,CORPORATION,1,2,21666.666666666668
3.0,12.98580603,77.71111121,ANYONE,1,1,1,1.0,BOTH,1515,2,E,6,2,3,CORP_BORE,3,15,26137.5
2.0,12.92843172,77.56175335,ANYONE,0,0,0,1.0,TWO_WHEELER,1100,2,W,2,2,3,CORP_BORE,1,0,16641.666666666668
2.0,12.9719166,77.7042979,FAMILY,1,1,1,1.0,BOTH,1100,2,N,2,1,2,CORP_BORE,1,9,23495.833333333332
2.0,12.92455376,77.56508521,FAMILY,0,0,0,1.0,TWO_WHEELER,850,1,E,2,2,3,CORP_BORE,0,1,12791.666666666666
0.0,12.99727635,77.68885916,ANYONE,0,0,0,1.0,TWO_WHEELER,330,1,N,1,1,3,CORP_BORE,0,2,9002.5
1.0,12.99311271,77.5323328,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,E,1,0,2,CORPORATION,0,3,10191.666666666666
2.0,12.9725374,77.7340312,ANYONE,1,1,1,1.0,BOTH,1190,2,S,1,3,4,CORPORATION,2,10,21273.266666666666
4.0,12.92055414,77.59741286,FAMILY,0,0,0,0.0,BOTH,1500,3,E,0,1,2,CORPORATION,1,2,30637.5
0.0,12.92306163,77.58333192,ANYONE,0,0,0,2.0,TWO_WHEELER,450,1,S,1,0,2,CORP_BORE,0,3,12215.0
2.0,12.9992335,77.5613415,FAMILY,1,1,0,1.0,BOTH,1000,2,W,2,3,5,CORP_BORE,2,10,20210.0
3.0,12.93945457,77.62995583,ANYONE,0,1,0,1.0,BOTH,1500,3,S,3,2,3,CORP_BORE,2,8,38766.666666666664
2.0,12.93847632,77.57970122,ANYONE,0,0,0,1.0,BOTH,2000,2,N,2,1,1,CORPORATION,1,3,26716.666666666668
3.0,12.91779999,77.67337994,ANYONE,1,1,1,2.0,BOTH,1885,4,E,0,6,11,CORPORATION,3,17,39337.5
3.0,12.9548283,77.7145355,FAMILY,1,1,1,0.0,BOTH,2262,4,N,3,2,3,CORP_BORE,4,8,34541.666666666664
3.0,12.9206798,77.6741922,ANYONE,1,1,1,1.0,BOTH,1702,3,E,3,0,8,CORP_BORE,4,13,32838.333333333336
3.0,12.91848564,77.5524011,FAMILY,0,0,0,1.0,BOTH,1350,3,E,3,1,3,BOREWELL,1,1,18217.5
2.0,12.9725374,77.7340312,FAMILY,0,1,0,1.0,BOTH,1305,2,W,4,1,4,CORP_BORE,2,10,23029.166666666668
2.0,12.91496591,77.52099473,ANYONE,0,0,0,1.0,TWO_WHEELER,900,1,N,2,0,2,CORPORATION,0,2,11400.0
1.0,12.959163,77.523705,FAMILY,0,0,0,1.0,TWO_WHEELER,750,1,E,1,1,2,CORPORATION,1,0,9955.0
2.0,12.90577225,77.58520882,ANYONE,0,0,0,1.0,BOTH,800,2,S,2,0,3,CORP_BORE,0,3,13800.0
1.0,12.9912802,77.687367,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,1,1,CORPORATION,1,3,9987.5
2.0,12.93880557,77.6314448,ANYONE,0,0,0,1.0,NONE,950,1,E,2,0,2,CORP_BORE,0,1,19733.333333333332
2.0,12.9753703,77.7441555,FAMILY,1,1,1,1.0,BOTH,1150,2,N,2,8,11,CORP_BORE,2,14,22537.5
2.0,12.9586979,77.51845676,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,2,3,CORP_BORE,2,3,14620.833333333334
2.0,12.9738992,77.69372798,FAMILY,0,0,0,1.0,BOTH,1200,2,E,7,4,4,BOREWELL,1,6,20783.333333333332
3.0,12.99969706,77.75720301,FAMILY,0,1,0,1.0,BOTH,1600,2,E,3,2,12,CORP_BORE,3,9,23170.833333333332
3.0,12.97648022,77.51552804,ANYONE,0,1,0,0.0,BOTH,1630,2,W,0,4,4,CORP_BORE,2,2,24137.5
2.0,12.9708756,77.6552456,ANYONE,0,0,0,1.0,BOTH,1150,3,W,2,3,5,CORP_BORE,2,8,26837.5
2.0,12.97170614,77.71310995,FAMILY,1,1,0,1.0,BOTH,1285,2,E,2,7,7,CORP_BORE,2,14,28537.5
2.0,12.9393087,77.7365409,FAMILY,0,1,1,1.0,BOTH,1215,2,E,2,1,7,BOREWELL,2,10,22850.0
3.0,12.96722576,77.52273964,FAMILY,0,1,0,1.0,BOTH,1350,2,E,5,4,4,CORP_BORE,2,4,20608.333333333332
3.0,12.9285022,77.662028,ANYONE,1,1,1,1.0,BOTH,2666,3,N,5,5,13,BOREWELL,1,16,41683.333333333336
2.0,12.97095805,77.66550511,FAMILY,0,0,0,1.0,BOTH,600,1,N,2,0,2,CORP_BORE,1,4,13486.666666666666
1.0,12.96856585,77.71226708,ANYONE,0,0,0,1.0,BOTH,450,1,E,1,1,4,CORP_BORE,1,4,11354.166666666666
2.0,12.96062754,77.71874297,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,2,W,2,2,4,CORP_BORE,0,1,18828.333333333332
2.0,12.96973129,77.66621673,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,E,2,0,1,CORPORATION,0,2,15098.333333333334
3.0,12.97043921,77.7148876,FAMILY,1,1,1,1.0,BOTH,1734,3,E,3,7,9,CORPORATION,2,15,35979.166666666664
2.0,12.99491716,77.53844454,FAMILY,0,0,0,1.0,TWO_WHEELER,800,1,N,2,0,2,CORP_BORE,0,1,13390.0
2.0,12.99610474,77.54675025,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,E,2,0,2,CORP_BORE,0,3,14375.0
2.0,12.99505968,77.76312537,ANYONE,0,0,0,1.0,TWO_WHEELER,650,1,N,0,1,2,CORPORATION,1,1,10693.75
2.0,12.9329212,77.5446374,ANYONE,0,1,0,1.0,BOTH,1300,3,E,2,2,4,CORP_BORE,2,5,19534.583333333332
3.0,12.9012461,77.7041546,FAMILY,1,1,0,1.0,BOTH,1375,2,E,3,2,4,BOREWELL,2,14,21883.333333333332
2.0,12.9385333,77.6308174,FAMILY,0,0,0,1.0,BOTH,1110,2,E,2,1,5,CORPORATION,2,10,28433.333333333332
1.0,12.95013395,77.70944085,ANYONE,0,0,0,0.0,TWO_WHEELER,450,1,N,0,0,3,CORPORATION,0,2,10398.333333333334
2.0,12.9671785,77.7248088,ANYONE,1,1,1,1.0,BOTH,1047,2,E,2,15,16,CORPORATION,1,14,24791.666666666668
2.0,12.95037636,77.71450165,FAMILY,1,1,0,1.0,BOTH,1070,2,E,3,4,4,CORP_BORE,2,4,20715.0
2.0,12.974844,77.70179,FAMILY,1,1,0,1.0,BOTH,1100,2,N,2,2,4,BOREWELL,2,7,21287.5
3.0,12.96795767,77.67888122,ANYONE,0,0,0,1.0,BOTH,1450,2,E,7,1,3,CORP_BORE,3,8,21796.666666666668
2.0,12.9434692,77.6006245,FAMILY,0,0,0,1.0,BOTH,1000,3,W,2,0,3,CORPORATION,0,0,19591.666666666668
1.0,12.97575427,77.52913188,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,S,2,1,2,CORPORATION,1,2,8941.666666666666
0.0,12.92601054,77.62637344,BACHELOR,0,0,0,1.0,TWO_WHEELER,250,1,E,1,0,0,CORPORATION,0,2,9120.833333333334
2.0,12.9693604,77.6657224,ANYONE,0,1,0,1.0,BOTH,1300,2,E,2,0,4,CORP_BORE,1,6,21775.0
1.0,12.97462891,77.63303671,ANYONE,0,0,0,1.0,TWO_WHEELER,720,1,E,2,2,2,CORP_BORE,1,1,14183.333333333334
2.0,12.90795,77.6784419,FAMILY,1,1,1,1.0,BOTH,1150,2,N,2,1,4,BOREWELL,2,8,20762.5
2.0,12.9591722,77.697419,FAMILY,0,0,0,1.0,NONE,930,2,N,2,0,1,CORPORATION,0,2,16000.0
2.0,12.9714889,77.7156231,FAMILY,1,1,1,1.0,BOTH,1250,2,S,2,1,5,BOREWELL,1,9,23579.166666666668
1.0,12.98061074,77.6804341,ANYONE,0,1,0,1.0,BOTH,600,1,E,3,1,5,CORP_BORE,1,5,11045.833333333334
3.0,12.92099703,77.52794385,ANYONE,1,1,1,1.0,BOTH,1696,2,W,3,3,4,CORP_BORE,3,14,22337.5
2.0,12.9115694,77.55308202,FAMILY,1,1,1,1.0,BOTH,910,2,N,2,2,4,CORPORATION,1,6,13554.166666666666
3.0,12.9600019,77.7425908,ANYONE,1,0,1,1.0,BOTH,2633,3,N,5,0,1,CORP_BORE,2,17,38641.666666666664
2.0,12.91964089,77.52029902,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,N,2,1,1,CORP_BORE,1,3,11017.5
2.0,12.94631079,77.67319256,ANYONE,0,0,0,1.0,BOTH,800,2,E,2,2,4,CORP_BORE,1,3,14812.5
2.0,12.94714438,77.70363451,FAMILY,0,0,0,1.0,BOTH,650,2,E,2,3,4,BOREWELL,1,4,14920.825
1.0,12.99227992,77.68961319,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,E,1,3,3,CORP_BORE,0,1,9398.333333333334
2.0,12.9007129,77.586913,ANYONE,0,1,0,1.0,BOTH,810,2,W,2,3,4,CORP_BORE,2,2,16166.666666666666
1.0,12.96185735,77.68172342,ANYONE,0,0,0,1.0,TWO_WHEELER,550,1,E,1,0,2,CORP_BORE,0,1,10134.166666666666
2.0,12.95963454,77.74793365,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,E,1,2,2,CORPORATION,1,3,15791.666666666666
2.0,12.9010871,77.6686369,ANYONE,0,1,0,1.0,BOTH,1054,2,E,2,3,4,BOREWELL,2,10,18495.833333333332
3.0,12.93811169,77.62586664,FAMILY,0,0,0,1.0,TWO_WHEELER,1150,2,W,3,1,2,CORPORATION,1,4,23429.166666666668
2.0,12.9672854,77.74991776,FAMILY,0,1,0,1.0,BOTH,1130,2,E,2,4,4,CORP_BORE,1,7,18454.583333333332
2.0,12.96976403,77.53572959,ANYONE,0,0,0,0.0,TWO_WHEELER,700,1,S,0,1,1,CORPORATION,0,2,10341.666666666666
2.0,12.97760345,77.67467193,FAMILY,0,1,0,1.0,BOTH,1145,2,E,2,1,7,CORPORATION,3,8,20116.666666666668
1.0,12.94411153,77.50061212,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,0,3,CORP_BORE,0,2,9010.0
1.0,12.94836938,77.71467769,ANYONE,0,0,0,1.0,BOTH,900,2,E,0,0,4,CORPORATION,1,5,16666.666666666668
2.0,12.91933797,77.63826171,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,1,2,CORPORATION,0,1,13558.333333333334
3.0,12.94549109,77.70744274,FAMILY,1,1,1,1.0,BOTH,1200,2,E,3,3,3,CORP_BORE,1,13,25433.333333333332
2.0,12.97923756,77.69680786,FAMILY,0,1,0,1.0,BOTH,1270,2,NE,4,3,4,CORPORATION,2,4,21504.158333333333
1.0,12.9685201,77.7424363,ANYONE,0,0,0,1.0,BOTH,1385,2,E,3,1,9,CORPORATION,2,15,23991.666666666668
2.0,12.93604642,77.70802248,ANYONE,0,0,0,1.0,BOTH,1050,2,W,2,3,4,BOREWELL,2,3,20091.666666666668
2.0,12.98983072,77.52338823,FAMILY,0,0,0,0.0,TWO_WHEELER,600,1,E,0,1,2,CORP_BORE,0,3,9062.5
1.0,12.97689426,77.66603362,FAMILY,0,1,0,1.0,BOTH,830,1,SE,1,1,5,CORP_BORE,0,3,15200.0
2.0,12.91051931,77.59463923,ANYONE,0,0,0,1.0,BOTH,1200,2,W,4,1,2,CORPORATION,1,3,21237.5
2.0,12.9944527,77.69914001,ANYONE,0,1,0,0.0,FOUR_WHEELER,750,2,W,0,3,3,CORP_BORE,0,6,17081.25
3.0,12.96707617,77.71145768,FAMILY,0,0,0,1.0,BOTH,2000,3,S,3,0,1,CORPORATION,3,1,32862.5
3.0,12.94347077,77.55819126,FAMILY,0,0,0,1.0,BOTH,1400,2,N,2,1,2,CORPORATION,2,5,23225.0
2.0,12.91716384,77.54672521,FAMILY,0,1,0,1.0,BOTH,900,2,NE,3,3,5,CORP_BORE,1,2,13520.833333333334
3.0,12.948878,77.59622605,FAMILY,0,1,0,1.0,BOTH,1700,3,E,3,3,4,CORP_BORE,1,7,39629.166666666664
2.0,12.92351857,77.55325319,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,1,E,2,1,2,CORPORATION,1,4,13041.666666666666
2.0,12.990883,77.716534,ANYONE,1,1,1,1.0,BOTH,1415,2,E,2,7,9,CORP_BORE,1,15,25010.416666666668
3.0,12.92028819,77.63268353,ANYONE,0,1,0,1.0,BOTH,1050,2,E,3,1,4,CORP_BORE,2,5,25205.833333333332
2.0,12.96799434,77.52850149,ANYONE,0,0,0,2.0,BOTH,1150,2,E,3,2,2,CORPORATION,1,6,19725.0
2.0,12.9924797,77.7026888,FAMILY,1,1,1,1.0,BOTH,1290,2,E,2,16,19,CORP_BORE,0,11,32808.333333333336
0.0,12.90749835,77.63309918,ANYONE,0,0,0,1.0,BOTH,300,1,NE,1,5,5,CORP_BORE,1,3,9991.666666666666
4.0,12.91998703,77.5106401,FAMILY,0,0,0,1.0,BOTH,2200,3,E,4,0,1,CORPORATION,1,2,26237.5
0.0,12.94789635,77.62457695,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,W,1,0,2,CORP_BORE,1,0,9312.5
1.0,12.9082396,77.6074088,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,E,1,2,3,CORPORATION,0,0,11133.333333333334
1.0,12.96477034,77.67991451,ANYONE,0,0,0,1.0,BOTH,600,1,N,1,0,2,CORP_BORE,0,4,10218.75
2.0,12.94638992,77.51025877,FAMILY,0,0,0,1.0,BOTH,1000,2,N,2,0,1,CORP_BORE,0,2,13344.166666666666
3.0,12.91902506,77.55367864,FAMILY,0,1,0,1.0,BOTH,1250,2,E,2,1,4,BOREWELL,1,6,17445.833333333332
2.0,12.90899027,77.54811363,FAMILY,0,1,0,1.0,BOTH,1150,2,N,4,3,4,CORP_BORE,4,2,14100.0
2.0,12.9629354,77.7122996,FAMILY,0,1,0,0.0,BOTH,1200,2,E,4,1,4,CORP_BORE,2,8,22370.833333333332
3.0,12.90868234,77.53565969,FAMILY,0,0,0,1.0,BOTH,1500,3,E,3,0,2,CORP_BORE,0,1,18304.166666666668
1.0,12.90113132,77.6457096,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,E,1,2,5,CORPORATION,0,3,11083.333333333334
1.0,12.92200051,77.61037457,ANYONE,0,0,0,1.0,TWO_WHEELER,510,1,E,1,3,4,CORPORATION,1,3,9832.083333333334
3.0,12.9747865,77.7458735,FAMILY,0,1,0,1.0,BOTH,1232,2,N,5,2,4,CORP_BORE,3,7,22043.75
2.0,12.9111931,77.6078928,FAMILY,0,0,0,1.0,BOTH,1100,2,E,2,0,3,CORP_BORE,0,1,19754.166666666668
3.0,12.9171352,77.6723331,ANYONE,1,1,1,1.0,FOUR_WHEELER,2000,4,N,3,4,12,CORP_BORE,2,17,41266.666666666664
2.0,12.99984466,77.61864097,FAMILY,0,0,0,1.0,TWO_WHEELER,770,2,E,2,0,2,CORPORATION,0,3,17392.5
1.0,12.93357468,77.56792256,ANYONE,0,0,0,1.0,BOTH,600,2,N,2,3,3,CORP_BORE,1,2,10379.166666666666
2.0,12.90387532,77.58602984,FAMILY,0,0,0,1.0,TWO_WHEELER,860,1,SW,4,1,3,CORPORATION,0,0,13925.0
3.0,12.9580882,77.5189734,FAMILY,0,0,0,0.0,BOTH,1200,1,S,0,1,2,CORPORATION,1,3,17929.125
2.0,12.9070493,77.6999687,FAMILY,1,1,1,1.0,BOTH,1186,2,E,3,2,13,BOREWELL,1,13,25945.833333333332
2.0,12.94006497,77.59853252,ANYONE,0,0,0,1.0,TWO_WHEELER,1100,1,E,1,1,2,CORPORATION,1,0,17183.333333333332
2.0,12.9001535,77.5899702,FAMILY,1,1,0,2.0,BOTH,1200,2,N,2,3,4,CORP_BORE,1,5,23091.666666666668
2.0,12.93782479,77.62407368,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,E,3,0,3,CORPORATION,0,4,23225.0
2.0,12.93907587,77.73363425,ANYONE,0,1,0,1.0,BOTH,1083,2,E,2,2,4,CORPORATION,2,5,16239.933333333332
2.0,12.9695592,77.766018,ANYONE,1,1,1,2.0,BOTH,1230,2,E,2,0,5,BOREWELL,2,10,20948.333333333332
2.0,12.96876904,77.68287478,ANYONE,1,1,0,1.0,FOUR_WHEELER,1100,2,E,2,4,4,BOREWELL,0,7,19577.075
2.0,12.92786411,77.55053425,ANYONE,0,0,0,2.0,BOTH,600,4,W,3,3,3,CORPORATION,3,2,13970.833333333334
0.0,12.91108451,77.60604505,ANYONE,0,0,0,1.0,TWO_WHEELER,300,1,E,1,2,2,CORPORATION,1,3,9220.833333333334
1.0,12.96331596,77.71529452,BACHELOR,0,0,0,2.0,TWO_WHEELER,550,1,E,1,1,3,CORPORATION,1,9,16952.5
2.0,12.92325573,77.55357155,ANYONE,0,0,0,1.0,TWO_WHEELER,890,2,N,2,2,3,CORP_BORE,1,3,12929.166666666666
3.0,12.98229599,77.66609877,ANYONE,0,1,0,1.0,BOTH,1395,3,E,5,2,4,CORP_BORE,3,5,23894.166666666668
2.0,12.90454207,77.67571488,ANYONE,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,1,2,BOREWELL,1,3,15966.666666666666
3.0,12.9650526,77.75121307,ANYONE,1,1,1,1.0,BOTH,1680,3,E,3,3,3,CORP_BORE,2,13,27004.166666666668
2.0,12.9010871,77.6686369,ANYONE,0,1,0,1.0,BOTH,1183,2,E,4,3,4,BOREWELL,2,9,18525.0
0.0,12.9040065,77.6741133,ANYONE,1,0,1,2.0,NONE,450,1,N,1,2,2,BOREWELL,1,10,15166.666666666666
1.0,12.91281472,77.65142097,ANYONE,0,0,0,1.0,BOTH,800,1,S,1,1,1,CORP_BORE,2,4,16377.083333333334
3.0,12.931849,77.696214,FAMILY,1,1,1,1.0,BOTH,1752,3,W,2,14,19,CORP_BORE,2,14,36658.333333333336
3.0,12.96711771,77.71542588,ANYONE,1,1,1,2.0,BOTH,1526,3,N,3,3,9,CORP_BORE,3,17,34015.0
2.0,12.90861417,77.6108119,ANYONE,0,0,0,1.0,TWO_WHEELER,700,2,N,2,0,3,CORPORATION,0,1,14354.166666666666
2.0,12.95548449,77.64097055,FAMILY,0,0,0,1.0,BOTH,1300,2,E,2,0,1,BOREWELL,0,3,26304.166666666668
2.0,12.9608162,77.6993302,ANYONE,1,1,0,1.0,BOTH,1300,2,E,7,0,4,BOREWELL,3,10,23119.166666666668
4.0,12.90309458,77.6018338,ANYONE,0,0,0,1.0,BOTH,3000,3,N,4,2,2,CORPORATION,2,6,35316.666666666664
3.0,12.99981268,77.72399385,ANYONE,1,1,0,0.0,BOTH,1550,3,W,3,2,5,CORP_BORE,3,15,21750.0
2.0,12.9510606,77.6974583,ANYONE,0,0,0,1.0,BOTH,1360,2,E,2,0,3,CORP_BORE,2,8,22280.833333333332
3.0,12.9940136,77.7156982,FAMILY,1,1,1,1.0,BOTH,2000,2,E,2,1,13,CORP_BORE,2,16,28762.5
2.0,12.91980039,77.64474948,FAMILY,0,1,0,1.0,BOTH,1600,3,N,4,1,2,CORP_BORE,0,1,31829.166666666668
1.0,12.91656283,77.64294577,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,N,1,2,3,CORP_BORE,0,3,14028.333333333334
2.0,12.98180455,77.7575189,ANYONE,0,1,0,1.0,BOTH,1255,2,W,3,3,4,BOREWELL,2,11,18520.833333333332
1.0,12.94680208,77.68485335,FAMILY,0,0,0,1.0,TWO_WHEELER,500,1,E,1,0,2,BOREWELL,0,0,10366.666666666666
2.0,12.96927343,77.67038015,FAMILY,0,0,0,0.0,FOUR_WHEELER,1200,2,W,3,0,2,CORP_BORE,2,5,18612.5
2.0,12.98598278,77.66966354,FAMILY,1,1,0,1.0,BOTH,1150,2,N,2,2,4,CORP_BORE,3,11,18856.241666666665
2.0,12.92336814,77.55316777,ANYONE,0,0,0,1.0,TWO_WHEELER,650,2,N,2,1,2,CORP_BORE,0,1,11450.0
1.0,12.92004827,77.65145939,BACHELOR,0,0,0,0.0,TWO_WHEELER,450,1,E,0,2,2,CORPORATION,0,0,11557.5
3.0,12.98823675,77.72885723,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,E,2,2,3,CORPORATION,0,2,16625.0
3.0,12.9171352,77.6723331,FAMILY,1,1,1,1.0,BOTH,2012,3,E,4,8,12,CORP_BORE,1,17,42254.166666666664
3.0,12.93857426,77.53952843,FAMILY,0,0,0,1.0,BOTH,2000,2,N,2,0,2,CORP_BORE,0,1,24625.0
2.0,12.9356961,77.5876422,FAMILY,1,1,1,1.0,BOTH,1250,2,E,2,2,10,CORPORATION,1,10,33072.916666666664
2.0,12.90581605,77.58546472,FAMILY,0,0,0,1.0,BOTH,1200,2,N,2,0,2,CORP_BORE,0,3,19173.333333333332
1.0,12.99296095,77.66709562,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,N,1,2,2,CORP_BORE,1,2,10429.583333333334
